사업명,지원대상,지원내용,신청방법,사업종료일,출처,상세링크,AI_학습용_데이터
스타트업 해외전시회 참가기업 모집,만 0세 ~ 0세,"개별 부스 / 글로벌 역량강화 프로그램(전시 마케팅, 시장교육 등) / 현지 투자자, 바이어 발굴 및 홍보 / 항공, 숙박비(기업별 1인, 150만원 한도) / 네트워킹 프로그램 등",K-Startup 누리집 온라인 신청,내용 없음,청년정책(API),https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=172012&pbancEndYn=N,스타트업 해외전시회 참가기업 모집 만 0세 0세 개별 부스 글로벌 역량강화 프로그램전시 마케팅 시장교육 등 현지 투자자 바이어 발굴 및 홍보 항공 숙박비기업별 1인 150만원 한도 네트워킹 프로그램 등
초기창업패키지 창업기업 모집,만 0세 ~ 0세,"사업화자금 / 시장진입, 투자유치, 실증 검증 등 창업프로그램 지원",K-Startup 누리집 온라인 신청,내용 없음,청년정책(API),https://www.k-startup.go.kr,초기창업패키지 창업기업 모집 만 0세 0세 사업화자금 시장진입 투자유치 실증 검증 등 창업프로그램 지원
재도전성공패키지 IP전략형 (예비) 재창업기업 지원,만 0세 ~ 0세,"사업화자금, 지식재산(IP) 기반 제품·사업화를 위한 문제해결 컨설팅, 재창업 교육 등",K-Startup 누리집 온라인 신청,내용 없음,청년정책(API),,재도전성공패키지 전략형 예비 재창업기업 지원 만 0세 0세 사업화자금 지식재산 기반 제품사업화를 위한 문제해결 컨설팅 재창업 교육 등
예비창업패키지 창업기업 모집,만 0세 ~ 0세,"사업화자금 / BM 고도화, MVP 제작, 멘토링 등 주관기관별 창업프로그램 지원",K-Startup 누리집 온라인 신청,내용 없음,청년정책(API),https://www.k-startup.go.kr,예비창업패키지 창업기업 모집 만 0세 0세 사업화자금 고도화 제작 멘토링 등 주관기관별 창업프로그램 지원
글로벌 기업 협업 프로그램 창업기업 모집,만 0세 ~ 0세,"사업화자금, 주관기관 특화 프로그램, 글로벌기업 지원 프로그램 등",K-Startup 누리집 온라인 신청,내용 없음,청년정책(API),,글로벌 기업 협업 프로그램 창업기업 모집 만 0세 0세 사업화자금 주관기관 특화 프로그램 글로벌기업 지원 프로그램 등
재도전성공패키지 일반형 (예비) 재창업기업 지원,만 0세 ~ 0세,"사업화자금, 재창업 교육 및 멘토링 등 사업화 지원과 민관 협업을 통한 투자 연계, 판로개척 등 성장 촉진 지원",K-Startup 누리집 온라인 신청,내용 없음,청년정책(API),,재도전성공패키지 일반형 예비 재창업기업 지원 만 0세 0세 사업화자금 재창업 교육 및 멘토링 등 사업화 지원과 민관 협업을 통한 투자 연계 판로개척 등 성장 촉진 지원
2025년 제11회 대구청년주간 개최,만 19세 ~ 39세, ○ (기획부스) 부스운영지원 최대 100만원 종도,,내용 없음,청년정책(API),,2025년 제11회 대구청년주간 개최 만 19세 39세 기획부스 부스운영지원 최대 100만원 종도
청년도전지원사업 젊핑(대구시),만 18세 ~ 39세,"○ 단기 (5주)
 - 참여수당(50만원)
○ 중기 (15주)
 - 참여수당(150만원), 이수인센티브(20만원)
○ 장기 (25주)
 - 참여수당(250만원), 이수인센티브(20만원), 취업활동시(30만원)

 ※ 중기, 장기 과정 이수자 중 6개월 이내 취(창)업 + 3개월 근속시 50만원 추가 지원","□ A유형
1.워크넷 청년도전지원사업 신청
  사이트 : 고용24 
※ 신청기관 대구광역시청년센터 선택

2. 청년센터에서 접수처리 후 프로그램 개별 안내
- 구직문답표 작성
- 개별 안내를 통한 프로그램 진행 일정 선택

□ B유형
1. 구글폼 청년도전지원사업 신청
  - 구글폼 주소 : 과정별 모집 공고 확인

2. 청년센터에서 자격요건 확인 후 개별 안내
- 구직문답표 작성
- 개별 안내를 통한 프로그램 진행 일정 선택",내용 없음,청년정책(API),,청년도전지원사업 젊핑대구시 만 18세 39세 단기 5주 참여수당50만원 중기 15주 참여수당150만원 이수인센티브20만원 장기 25주 참여수당250만원 이수인센티브20만원 취업활동시30만원 중기 장기 과정 이수자 중 6개월 이내 취창업 3개월 근속시 50만원 추가 지원
제3기 세종특별자치시 청년정책조정위원회 위원 모집,만 19세 ~ 39세,"청년정책에 관한 주요사항 심의‧조정
1. 청년정책 기본계획 및 시행계획 수립‧변경
2. 청년정책 조정‧협력 및 분석‧평가
3. 청년정책 제도개선 등에 관한 사항 등 심의‧조정 등","○ 세종시 누리집 공고문 확인 후 전자우편(jsh7807@korea.kr) 신청
○ 청년DB(https://www.2030db.go.kr)를 통한 온라인 지원
",내용 없음,청년정책(API),https://www.sejong.go.kr/bbs/R0071/list.do,제3기 세종특별자치시 청년정책조정위원회 위원 모집 만 19세 39세 청년정책에 관한 주요사항 심의조정 1 청년정책 기본계획 및 시행계획 수립변경 2 청년정책 조정협력 및 분석평가 3 청년정책 제도개선 등에 관한 사항 등 심의조정 등
동성로 청년버스킹 활성화 사업,만 19세 ~ 39세,"- 공모를 통한 청년예술인 선발
- 선발된 청년예술인 공연기회 최소 3회 제공(팀 인원수별 참가지원금 차등지원)
- 경연 우수 3팀 상금 지급 및 대구시 행사 공연 기회 제공 
- 대학동아리팀 우수 3팀 상금 지급",추후 업데이트 예정 ,내용 없음,청년정책(API),,동성로 청년버스킹 활성화 사업 만 19세 39세 공모를 통한 청년예술인 선발 선발된 청년예술인 공연기회 최소 3회 제공팀 인원수별 참가지원금 차등지원 경연 우수 3팀 상금 지급 및 대구시 행사 공연 기회 제공 대학동아리팀 우수 3팀 상금 지급
충청북도 청년포럼,만 19세 ~ 39세,"❍ (사업대상) 도내 청년 19~39세 이하
❍ (사업내용) 청년정책 전문가 포럼 및 청년 주요 현안에 대한 자유토론
","❍ (시기) 2025. 5월 중(미정)
❍ (방법) 충북청년희망센터 홈페이지 안내 및 신청
충북청년희망센터(https://www.cbhope1539.net)",내용 없음,청년정책(API),https://www.cbhope1539.net,충청북도 청년포럼 만 19세 39세 사업대상 도내 청년 1939세 이하 사업내용 청년정책 전문가 포럼 및 청년 주요 현안에 대한 자유토론
충북 창업인재 지원사업,만 0세 ~ 0세,"❍ (사업대상) 충북 도민
❍ (사업내용) 충청북도 창업 포럼 및 창업 아이템 발굴 대회","❍ (시기) 참여자 모집(2~5월), 포럼 및 대회 개최(6~11월)
❍ (방법) 충북인재평생교육진흥원 홈페이지 게재
  충북인재평생교육진흥원(http://www.cbitle.or.kr) ",내용 없음,청년정책(API),http://www.cbitle.or.kr,충북 창업인재 지원사업 만 0세 0세 사업대상 충북 도민 사업내용 충청북도 창업 포럼 및 창업 아이템 발굴 대회
충북인재 재능나눔 사업,만 0세 ~ 0세,"❍ (사업대상) 도내 중·고·대학(원)생
❍ (사업내용) 봉사활동에 필요한 재료비 등 지원 ","❍ (시기) 신청자 모집 및 선정(2~5월), 사업 운영(6~11월)
❍ (방법) 충북인재평생교육진흥원 홈페이지 게재
  충북인재평생교육진흥원(http://www.cbitle.or.kr) ",내용 없음,청년정책(API),http://www.cbitle.or.kr,충북인재 재능나눔 사업 만 0세 0세 사업대상 도내 중고대학원생 사업내용 봉사활동에 필요한 재료비 등 지원
충북인재 정책제안 지원사업,만 0세 ~ 0세,"❍ (사업대상) 충북 도민
 ❍ (사업내용) 도정 참여 아카데미, 정책제안 발표대회, 토크콘서트 등
    - 도정 참여 아카데미(정책 수립 모의 체험, 토론 등)
    - 정책제안 발표대회(정책제안서 작성, 국민신문고 제안, 우수정책 시상 등)
    - 토크 콘서트(사회 현안 관련 청중과의 질의응답 진행 등)
    - 라운드 테이블 및 워크숍 운영 
","❍ (시기) 신청자 모집 및 선정(5~7월), 행사 운영(8~12월)
❍ (방법) 충북인재평생교육진흥원 홈페이지 게재
충북인재평생교육진흥원(http://www.cbitle.or.kr) ",내용 없음,청년정책(API),http://www.cbitle.or.kr,충북인재 정책제안 지원사업 만 0세 0세 사업대상 충북 도민 사업내용 도정 참여 아카데미 정책제안 발표대회 토크콘서트 등 도정 참여 아카데미정책 수립 모의 체험 토론 등 정책제안 발표대회정책제안서 작성 국민신문고 제안 우수정책 시상 등 토크 콘서트사회 현안 관련 청중과의 질의응답 진행 등 라운드 테이블 및 워크숍 운영
충북청년희망센터 운영,만 19세 ~ 39세,"❍ (사업대상) 도내 청년 19~39세 이하
❍ (사업내용)
   - 도내 청년들의 학습, 취·창업, 문화활동 등을 위한 공간 제공
    *코워킹스페이스(1), 회의실 및 상담실(2), 대회의실(1)
   - 6개 세부사업(찾아가는 청년센터, 심리상담, 서포터즈기자단,         유관기관 네트워크, 청춘만남 프로그램, 청년 소셜링 프로그램)"," ❍ (시기) 수시 모집
 ❍ (방법) 충북청년희망센터 홈페이지
충북청년희망센터(https://www.cbhope1539.net)",내용 없음,청년정책(API),https://www.cbhope1539.net,충북청년희망센터 운영 만 19세 39세 사업대상 도내 청년 1939세 이하 사업내용 도내 청년들의 학습 취창업 문화활동 등을 위한 공간 제공 코워킹스페이스1 회의실 및 상담실2 대회의실1 6개 세부사업찾아가는 청년센터 심리상담 서포터즈기자단 유관기관 네트워크 청춘만남 프로그램 청년 소셜링 프로그램
청년인턴제 운영사업,만 19세 ~ 39세,"   - 채용규모 : 1명
   - 근 무 지 : 괴산군일자리종합지원센터
   - 지원내용 : 청년인턴 인건비 지원 및 4대보험 가입",,내용 없음,청년정책(API),,청년인턴제 운영사업 만 19세 39세 채용규모 1명 근 무 지 괴산군일자리종합지원센터 지원내용 청년인턴 인건비 지원 및 4대보험 가입
보은 청년 로컬 크리에이터 지원사업,만 16세 ~ 44세,"사업화자금 지원(신규 사업화 20백만원, 기지원 고도화 15백만원)
각종 교육 안내 및 멘토링 지원
지역 내외 로컬크리에이터 네트워킹 지원",공고 신청서 작성 후 이메일 신청(jung1927@cbist.or.kr),내용 없음,청년정책(API),,보은 청년 로컬 크리에이터 지원사업 만 16세 44세 사업화자금 지원신규 사업화 20백만원 기지원 고도화 15백만원 각종 교육 안내 및 멘토링 지원 지역 내외 로컬크리에이터 네트워킹 지원
신혼부부 전세자금 대출이자 지원 사업,만 0세 ~ 0세,"❍ 지원대상 : 2020년 이후「주택도시기금 신혼부부 전용 전세자금」신규 또는 추가대출 계약자로서, 대출자의 주민등록 및 임차(전세)주택 주소지가 대구인 신혼부부와 예비부부
❍ 지원금액 : 월별 대출금액에 대하여 자녀수에 따라 차등 이자지원(무자녀 0.5%, 1자녀 1%, 2자녀 이상 1.6%)
❍ 지원한도 : 신청자가 은행에 납입한 이자액 범위 내 
❍ 지원기간 : 기본 2년, 최장 6년간 지원(2년마다 갱신 신청)
❍ 지급방법 : 지원신청 후 반기별 청구에 의거 분할 지급(연2회)","<대상자 신청 및 선정>
❍ 대출 계약 : 신청자 → 취급은행
❍ 대상자 지원 신청 : 신청자 → 대구시(이자 청구기간 제외)
❍ 대상자 신청 심사 및 승인 : 대구시

<이자지원 신청 및 지급>
❍ 대출이자지원 청구신청 : 신청자 → 대구시(상반기 5.1.~5.15. / 하반기 11.1.~11.15.)
❍ 서류심사 및 지급 : 대구시 → 신청자(6월, 12월)",내용 없음,청년정책(API),https://anbang.daegu.go.kr/,신혼부부 전세자금 대출이자 지원 사업 만 0세 0세 지원대상 2020년 이후주택도시기금 신혼부부 전용 전세자금신규 또는 추가대출 계약자로서 대출자의 주민등록 및 임차전세주택 주소지가 대구인 신혼부부와 예비부부 지원금액 월별 대출금액에 대하여 자녀수에 따라 차등 이자지원무자녀 05 1자녀 1 2자녀 이상 16 지원한도 신청자가 은행에 납입한 이자액 범위 내 지원기간 기본 2년 최장 6년간 지원2년마다 갱신 신청 지급방법 지원신청 후 반기별 청구에 의거 분할 지급연2회
청년 동아리 활동 지원,만 19세 ~ 49세,"관내 청년(만 19세 이상 ~ 49세 미만) 5명 이상으로 구성된 청년동아리 1개소 당 2,000천원 내외의 활동에 필요한 재료비, 강사비 등 활동 경비 지원",모집공고 시 괴산군청 미래전략과 인구정책팀 방문접수,내용 없음,청년정책(API),,청년 동아리 활동 지원 만 19세 49세 관내 청년만 19세 이상 49세 미만 5명 이상으로 구성된 청년동아리 1개소 당 2000천원 내외의 활동에 필요한 재료비 강사비 등 활동 경비 지원
청년 배움 지원,만 19세 ~ 49세,"청년 취․창업 및 능력개발을 위한 자기개발 지출비용의 80%, 1인당 최대 20만원 사후 지원",괴산군청 미래전략과 인구정책팀 방문 신청,내용 없음,청년정책(API),,청년 배움 지원 만 19세 49세 청년 취창업 및 능력개발을 위한 자기개발 지출비용의 80 1인당 최대 20만원 사후 지원
전입대학생 인재양성 장학금 지급,만 0세 ~ 0세,"군 이외의 지역에 주민등록을 두고 있다가 군에 전입한 중원대학교 재학생에게 전입지원금 및 기숙사비 지원
    ※ 전입 대학생 1인당 200만원 장학금 지원(지역상품권)",대학 행정실에 직접 신청(지역대학에 경상보조),내용 없음,청년정책(API),,전입대학생 인재양성 장학금 지급 만 0세 0세 군 이외의 지역에 주민등록을 두고 있다가 군에 전입한 중원대학교 재학생에게 전입지원금 및 기숙사비 지원 전입 대학생 1인당 200만원 장학금 지원지역상품권
